Rank,Team/User Name,School/Organization,Score
8736,"Jmazzola2021","Padua Academy, Wilmington Delaware",275
8737,"DataD489","Rosevelt HS",275
8738,"Tron","Niles North High School",275
8739,"Gucci Gang","DATA",275
8740,"BenGress","Tumwater High School",275
8741,"AwesomePineapple395","standing fast academy",275
8742,"Saurabh0211","Amrita Vishwa Vidyapeetham",275
8743,"Graporb13","Centre Wellington District School Board",275
8744,"jgarcia4743","Roosevelt High School DATA",275
8745,"wmaier7956","Roosevelt (DATA) high school TX",275
8746,"yuuCannotWin","University of Colorado Colorado Springs",275
8747,"travisg1991","N/A",275
8748,"Konaturai","Naaman Forest HS, Garland, TX",275
8749,"nastyapolik123456","TPK",275
8750,"sethiyaaankit","SRMIST chennai",275
8751,"joeyf216","riverview high school",275
8752,"hanlok714","kdu",275
8753,"Killerrabbit","Zoo",275
8754,"CMS hacking team ","Cedarview Middle School ",275
8755,"coffee overlords","collins hill",275
8756,"K056","---",275
8757,"datDude","Walter Johnson HS",275
8758,"muro45","UNIVERSITY COLLAGE",275
8759,"mamatfiz619","TATIUC",275
8760,"The Leviathans","Dehesa Charter School",275
8761,"drwoof7","Wade Hampton",275
8762,"wildCatLosers","Arundel High School, Crofton, MD",275
8763,"stevesmith","IIIT Hyderabad",275
8764,"Pg101","Bur Oak Secondary School,Markham,Ontario",275
8765,"themoddez","Sandy Grove Middle School",275
8766,"wrede66","Paideia School",275
8767,"DylanLi","Upper Canada College",275
8768,"jam1898","IIT Dhanbad, Dhanbad, Jharkhand ",275
8769,"marce","Mariano Galvez",275
8770,"haha","國防大學理工學院",275
8771,"Luxuria","PwC",275
8772,"Connor0521","Ashwaubenon High School",275
8773,"HailToTheKing","South Newton HS, Kentland IN",275
8774,"kriscarter","Swinburne University",275
8775,"rubixhits","Santa Fe Prep",275
8776,"Robloxian Amry","Lake Braddock",275
8777,"Caden","Redlands East Valley High",275
8778,"072679533","Newmarket High School",275
8779,"Guild","Newmarket High School",275
8780,"BPCSD","Broadalbin Perth Central School District",275
8781,"PATRIOTS 2018-2019","Broadalbin-Perth High School",275
8782,"Burke Gangstas","Lake Braddock",275
8783,"zhiruichen","Faith Lutheran ",275
8784,"imakemoneymoves","Purdue, West Lafayette, IN",275
8785,"jeffrey212","lake region vocational center",275
8786,"MieskeB","Fontys",275
8787,"Halomi","Bournemouth University",275
8788,"luftikus99","Hochschule Albstadt-Sigmaringen",275
8789,"HackingSepp","Hs Albsig",275
8790,"seyfriedc","Greens Farms Academy",275
8791,"mjon9678","Alta High School",275
8792,"team","Georgia Institute of Technology",275
8793,"Splashpixx","Hochschule Albsig",275
8794,"roman1337","verdugo hills hugh school",275
8795,"jaboi","Alta High",275
8796,"HydroPhobics","Alta High School",275
8797,"Washington CyberPatriots","Washington prep high school",275
8798,"Johnattia1","Msjc ",275
8799,"mayhem","tek-up ",275
8800,"The Piano Men","Doral Academy ",275
8801,"nju4cl6a","NationalTaiwanNormalUniversity",275
8802,"YaYeet21","EOC Tech",275
8803,"Trey123","Brenham",275
8804,"hafizah","TATIUC",275
8805,"RedHawkHacker1","Rothesay High School",275
8806,"AustinE19","Mt. Vernon High School, Fortville, Indiana",275
8807,"stephen","university of Massachusetts Amherst",275
8808,"The Non-Binary's ","Barstow High School",275
8809,"raulo","San Antonio College",275
8810,"spinodragon","Achieve Charter Academy",275
8811,"damianm01","Fallbrook High School",275
8812,"anonymkiwi","Example, CA",275
8813,"koskilla","Other",275
8814,"Wiiky2","Nsysu",275
8815,"crusader2000","IIIT Hyderabad",275
8816,"hackMeDaddy","International Institute of Information Technology",275
8817,"scorpionbe18","Thapar University",275
8818,"Timothy","barstow high school",275
8819,"agilerhino","Western Governors University",275
8820,"hungdaikyb","Công Nghệ Thông Tin",275
8821,"goodteamname","Twin Lakes Highschool",275
8822,"svelli9219","Mount Hebron",250
8823,"tjbecker","UW-Madison",250
8824,"UtkarshAgrawal","Delhi Technological University",250
8825,"Chillex","BVCOe",250
8826,"c1oneman","Millard North HS",250
8827,"Diwali","ENSIBS",250
8828,"PattyMasters","Wash High",250
8829,"Bamboozle","University of Texas at Dallas",250
8830,"lucassevero","Thales",250
8831,"davidz501","Amador Valley HS",250
8832,"spencerlane2003","Berkeley Carroll",250
8833,"fluffymastodons","Warwick High School",250
8834,"Gary","Falcon HIgh",250
8835,"vinay","University of Maryland College Park",250
8836,"Danklab2electricbugaloo","UTSA",250
8837,"Cupertino Immigrants","Amador Valley High School",250
8838,"richardpro","Amador Valley",250
8839,"Nesho","Obskc Koprivnica",250
8840,"Badswimmer","argr",250
8841,"GrekYogurt","Ryerson ",250
8842,"Netos","Alamo Heights High School",250
8843,"ManidharVutla","University of Maryland, College Park",250
8844,"Michigan State University","Michigan State University",250
8845,"ringo","NTT",250
8846,"MaskNesia","BINUS",250
8847,"gabriel69164","USP",250
8848,"CTF","Lanark",250
8849,"kellarwindland","The Ohio State University",250
8850,"R4PeX","Belgrade",250
8851,"Nexus","Savannah Early College",250
8852,"TheShortBois","Countryside highschool",250
8853,"Phantom Lord","TLHS",250
8854,"Muzak","IFCE",250
8855,"mary","East Brunswick High School",250
8856,"KennyG","East Brunswick High School",250
8857,"kaustubhSimha","Cerritos High School",250
8858,"230285","Palos South Middle School",250
8859,"230371","Palos South",250
8860,"Josephine18","Eastern Oklahoma County Technology Center",250
8861,"xericbrain","Richard Montgomery High School",250
8862,"elgeectf","Royal Holloway University of London",250
8863,"Thicc Bois XD","Omaha North High",250
8864,"BigJamain","global prep",250
8865,"RIO","calle mayor middle school",250
8866,"asphyxia","a y jackson secondary school",250
8867,"pikachupoop","Pikachu",250
8868,"20smiths","American School in Japan, Tokyo, Japan",250
8869,"azu0x1212","UNC Chapel Hill",250
8870,"jhoughton","University of Virginia",250
8871,"Tech Otters","CSU-Monterey Bay",250
8872,"issacantony123","Govt. Model Engineering College, Thrikakara",250
8873,"transportjp","sec52",250
8874,"AIS Coders","American International School",250
8875,"lasser","Countryside High School",250
8876,"Jibby","Central crossing high school",250
8877,"darth41502","Central Crossing ",250
8878,"KirbyMaster","Loyola Catholic Secondary School",250
8879,"22HinzSt","Twin Lakes, Monticello, IN",250
8880,"m202862","United States Naval Academy",250
8881,"230081","Palos South",250
8882,"SHRTBUSGNG","huron heights",250
8883,"ncaclassroom2","Naperville Christian Academy",250
8884,"say3no","NTTCommunications",250
8885,"NoSkins","West Allegheny",250
8886,"Flagpole Fanfare V2","grissom high school",250
8887,"AK99","Bryant University",250
8888,"qwertyuiop24","Palos South",250
8889,"4d3v","GGm",250
8890,"sulav361","Grissom High School",250
8891,"p0ffmuis01","n/a",250
8892,"jagredano","Willow Glen High School",250
8893,"1056809","South High, Torrance",250
8894,"purplehey","PH, Austin, Texas",250
8895,"SuJo","Syracuse University",250
8896,"hhilkey","San Jacinto Leadership Academy",250
8897,"psh1101","University of South Alabama",250
8898,"ma03563","Georgia Southern University",250
8899,"snhoang","Cosumnes River College",250
8900,"GL667Cc","FSSH,KHC,TW",250
8901,"ROCMA","ROCMA",250
8902,"Culex","UPMC",250
8903,"ChewyJesma","NCTU",250
8904,"hashanaa","NCTU",250
8905,"Chronos","NCTU",250
8906,"jame","Academy for Science and Design",250
8907,"fortnite_video_clipes","daycreek intermediate",250
8908,"Arkavstik","ITB",250
8909,"N1W4","Boston University",250
8910,"Iamgroot","Lovely Professional University",250
8911,"Control Alt Falcon","Highlands Ranch High School",250
8912,"nyquill","Canterbury High School",250
8913,"steven1003","University of Florida",250
8914,"(.+)","unemployed",250
8915,"marcllorlor","smx2bpausoft",250
8916,"SuRhea","john polayni c.i",250
8917,"Arrowind2001","Barstow high school",250
8918,"rumblepony768","gilbert high school AZ Gilbert",250
8919,"TrumpetsYouKnow","Algonquin Regional High School",250
8920,"LilWindex","Evit",250
8921,"DioBrando","East valley of technology",250
8922,"InfiniteSaltz9","CHS",250
8923,"thaliacabrera","frederick community college",250
8924,"george123456","University of Virginia",250
8925,"Uno","cosumnes oaks",250
8926,"brucker","university of pittsburgh, pittsburgh, pa",250
8927,"grosaaron","Univeristy of Illinois Urbana-Champaign",250
8928,"billybobjoebob","ree",250
8929,"Cyber Riders","Roosevelt High School",250
8930,"Thilak","St.David",250
8931,"jskylark08","None",250
8932,"ss0122","NTT CW",250
8933,"hystyl0","NITAC",250
8934,"CorreBits","IES Carles Vallbona",250
8935,"dgarcia","Roosevelt High School",250
8936,"anaheim901","Oxford Academy, Cypress, CA",250
8937,"day2001day","James Whitcomb Riley High School",250
8938,"istrita","Xavier Academy",250
8939,"JGL","goldevalleyhs.org",250
8940,"loor1234","University of Texas at San Antonio",250
8941,"rahldust","Arendor",250
8942,"shizball","Highlands Ranch Highschool",250
8943,"Pirate1","John Jay College of Criminal Justice ",250
8944,"patrickshannon","La Jolla High, Ca",250
8945,"adeeb94","Northeastern University",250
8946,"TwerkingDuck","University of Central Oklahoma",250
8947,"gears4spd","University of Central Oklahoma",250
8948,"tiguida","John Jay College",250
8949,"jacksparrow","Sit mangalore ",250
8950,"brijen95","Torque Automotive Pvt Ltd",250
8951,"Jory","Amercan University in the Emirates",250
8952,"RainbowHats","Pine Hollow/Tabernacles",250
8953,"VApatriot1","TJHSST, Alexandria, VA",250
8954,"GracieSkySoar","Las Positas Community",250
8955,"KsMcSkeane","De Montfort University",250
8956,"tux_anonymous","JIIT",250
8957,"Order of the Coders","Princeton High School",250
8958,"Hero","iamastudent",250
8959,"Lightfoot Fan club","East Lake",250
8960,"cfancyy","Matoaca High school",250
8961,"hidden009","International institute of information technology",250
8962,"Soviet U.S.S.R","SandyGrove middle school",250
8963,"neriat","JCT",250
8964,"Snowwhite","University of Washington",250
8965,"GerardoArceo","ESCOM",250
8966,"ac905","Solomon Schechter",250
8967,"danpetruso","University of Maryland",250
8968,"hcresd","Zin",250
8969,"cyt1997","SJTU",250
8970,"fixin","IIIT Hyderabad",250
8971,"iolson23","Santa Fe Prep, Santa Fe, NM",250
8972,"StephenBlah","Princeton High School",250
8973,"AGENTX","The dream",250
8974,"Phantom Thieves","Mitchell High School",250
8975,"fcarmody","Scripps Ranch High School",250
8976,"gamecube27","fallbrook high",250
8977,"A33802","Granada Hills Charter High School",250
8978,"hogan777","OPS",250
8979,"leandroalbero","Politecnica de Valencia",250
8980,"Gump00","Indian Valley",250
8981,"byuh","Alta high school",250
8982,"geometric shapes","Alta High School",250
8983,"Picoasdf","Alta High School",250
8984,"prarie crackers","ronan high school",250
8985,"Merrsy11","Pajaro Valley High School ",250
8986,"hamadasalem","kingmariiot",250
8987,"buu1","University Politehnica of Bucharest",250
8988,"11011","Lake Braddock Secondary",250
8989,"mandilsc75","Terra Community College",250
8990,"lol2","asdsadsad",250
8991,"saitejas","brenham high school",250
8992,"Steve","de montfort university",250
8993,"sakuraga2","John Polanyi ",250
8994,"Ezrah113","Redlands East Valley, california",250
8995,"RCS","marquette",250
8996,"zhyh","Fudan University",250
8997,"CrewTool","University of Warsaw",250
8998,"ES3","Brenham high school ",250
8999,"PACTF","Proctor academy",250
9000,"_Anonymous_ ","Clear Springs Highschool",250
9001,"DrazaK","University of South Florida",250
9002,"ashleygilbey","Mt Hebron",225
9003,"PeculiarMonkey","Fletcher Middle School",225
9004,"luvpie123","California Polytechnic State University",225
9005,"Baldar538","D75",225
9006,"hoangkien1020","HUST",225
9007,"ARS","A.R.S Day School",225
9008,"kyf","PTIT",225
9009,"ssinkar","East Brunswick High School",225
9010,"barsu4ara","noname",225
9011,"kevinxsu","Piedmont Hills High School ",225
9012,"shrink","SJU",225
9013,"stephenK","Iona",225
9014,"Team Breakdown","Marlboro Highschool",225
9015,"crunchy","las positas",225
9016,"3107066","Matoaca",225
9017,"bob and ethan","cederview middle school",225
9018,"rlaalsrua16","Inha",225
9019,"Stutzie","Tumwater High School",225
9020,"knightmatt","Padua Academy",225
9021,"Angel365","Roosevelt",225
9022,"CyberRiders","Roosevelt",225
9023,"toebahbee","Highlands Ranch High School",225
9024,"sowmya27","amrita viswa vidyapeetham",225
9025,"R3shood","Muscat",225
9026,"cristianastan","Politehnica University of Bucharest",225
9027,"enrique3","fallbrook high school  ",225
9028,"Emigrator","Costco Wholesale",225
9029,"LEVY","Elsinore High School, Wildomar, Ca",225
9030,"Viktron","University of Washington",225
9031,"KSu","Pricneton Highschool",225
9032,"bronnem1","hs albsig",225
9033,"mehlleon","hs albsig",225
9034,"Dbra","Alta",225
9035,"Hwiba!Hwiba!","KNA",225
9036,"ahmedsharyo","fci-cu",225
9037,"cjh","dfa",225
9038,"team_jschnei","N/A",200
9039,"BNep","None",200
9040,"Sholay","CMR COLLEGE OF ENGINEERING AND TECHNOLOGY",200
9041,"Surviv.io is a bad game","Washington-Lee High School",200
9042,"YukitheShadow","mvhs",200
9043,"Devil's Angel's","Eastlake High School",200
9044,"CyberSecurity101","Mt. Vernon High School",200
9045,"tkessis","Upper Arlington Highschool",200
9046,"The Kool Kids ","Mount Vernon High School",200
9047,"JustSoulveIt","UNC-Greensboro",200
9048,"Commit","Cabrillo High School",200
9049,"Avon Old Farms Cyber","Avon Old Farms School, Avon CT",200
9050,"BryceHojo","Cerritos High School",200
9051,"duonghieu161119","University of Engineering and Technology",200
9052,"Yoshi Commits Tax Fraud","Eastlake",200
9053,"bunmed","Mt Vernon",200
9054,"tanusri","Cerritos High School",200
9055,"anoymouszee","Louise Arbour Secondary School ",200
9056,"The Karls","Mead High School",200
9057,"2kool4skool","Washington High School",200
9058,"T&P ","Mead High School",200
9059,"Furio","Linköping",200
9060,"Myles","Mt.Vernon High School ",200
9061,"ECHO 1","Rocklin High School",200
9062,"PhantomTime","Mead High school ",200
9063,"Lamp Shades","New England Institute of Technology",200
9064,"mswanson212","East Leyden High School",200
9065,"Rookie","N/A",200
9066,"Deanna","Lee's Summit School District",200
9067,"JKDC","Mt. Vernon High school",200
9068,"gragfire","West High School",200
9069,"PEMCoach","Plainview Elgin Millville",200
9070,"LesHabitants"," Huron Heights Secondary School, Newmarket",200
9071,"kb305669","davenport West HS",200
9072,"infinite scarf","Davenport West High School",200
9073,"dtiveron","Deerfield High School",200
9074,"mrsjonesspeaks","Midway High School",200
9075,"kellycsteacher","All Saints Academy",200
9076,"NeilMcNeilC","neil mcneil ",200
9077,"gazerose","SAIT",200
9078,"MetSec","None",200
9079,"ggibby0","Glenbrook North",200
9080,"WhiteRabbit","Columbia Academy",200
9081,"TPL Teens","Toronto Public Library",200
9082,"SampleText","Eastlake HS, El Paso, TX",200
9083,"rigbacus","Parras Middle, Redondo Beach",200
9084,"Citron407","Advanced Technologies Academy ",200
9085,"SovietRussia","Mililani High School HI",200
9086,"thebiggas","ATECH",200
9087,"Kdifede","Mineola High School",200
9088,"Doomedpizza","John H. Francis Polytechnic HighSchool",200
9089,"galahad","school",200
9090,"2kool4$kool","Eastlake ",200
9091,"SwoodRockstars","Sandalwood Secondary School",200
9092,"cl2843132","DVC",200
9093,"St. Georges Hackers","St Georges technical Highschool",200
9094,"Boudica","Pikes Peak Community College",200
9095,"crispyking","School",200
9096,"Vangar","Healthcare Academy of California",200
9097,"HackGR","Glen Ridge High School",200
9098,"Envincion","University of Texas at San Antonio",200
9099,"legoironman1234","Carnegie Vanguard High School, Houston, TX",200
9100,"Snooze","Cuyahoga Community College",200
9101,"newindianleague","Northeastern University",200
9102,"Kernel Panic","Carnegie Mellon University",200
9103,"psychichacker","Amrita Vishwa Vidyapeetham",200
9104,"deadwolf","University of Oslo",200
9105,"mr42","Ntua",200
9106,"wannafight234","amrita university",200
9107,"gbrlbrynvn","Mapua University - Makati",200
9108,"PolliEJG","UTS",200
9109,"sayyidyofa","Universitas Diponegoro",200
9110,"LunaLapiz","St. Joan of arc ",200
9111,"7h35h3r10ck","Amrita University",200
9112,"quantum","IIT Roorkee",200
9113,"ethana1234","California Polytechnic State University",200
9114,"GlutenFreeth","United States Military Academy, West Point",200
9115,"maninthemiddle5h1n3","Ciber digita Consultants LLP",200
9116,"Amarah","Martin luther king high school",200
9117,"zzx","TJHSST",200
9118,"labudamike","illinois state university ",200
9119,"Cyberdog22","Sacstate",200
9120,"Faraz","Chinguacousy Secondary School",200
9121,"W1GGL3s","Government ",200
9122,"int elligence;","Montgomery Blair High School, Silver Spring, MD",200
